0x0025c38d987acba1f1d446d3690384327ebe06d15f1fa4171a4dc3467f8bd416,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,undefined,1571738878,8,0,2474385491922928918701,0,0,5,1959175000000000000711,150000000000000000000,
0x0033a337b620add50be9ba0fff1128ab866ece51cfddbce935ad9ff7dd1678f7,0x39757e7cdb7022c3829195d57b29428d79593c9d,undefined,1579288039,1,0,500000000000000000000,0,0,0,0,150000000000000000000,
0x003c109411e96e5607ce609278536262e12afdaa65ab927632ec03d90b4c8ccc,0x519b70055af55a007110b4ff99b0ea33071c720a,undefined,1584208352,5,0,251374125552087928247807,0,0,2,1300000000000000000000,250000000000000000000,
0x0071c649968f7939fc9729c5dc25a8ae3f50dc86220aadc0ff5715dcadd57525,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,undefined,1576335174,1,0,442450522206000000000,0,0,2,400000000000000000000,50000000000000000000,
0x007eaf0fc8d6ae35ba3f28bc7cf4b34af659db8161d4bbbf6061d9c14574ea14,0x440583455bcd85ab2bd429c015d3aabcae135f0a,undefined,1572636389,0,1,0,96000000000000000000,0,2,151000000000000000000,150000000000000000000,
0x00a6fff3bc39d362f1153029f9105ea14c080ebbf475ad8d22e8ace314f2bac1,0x519b70055af55a007110b4ff99b0ea33071c720a,undefined,1629028286,1,0,18164000000000000000000,0,0,1,543039999999999963620,250000000000000000000,
0x00ae2e79f825a1583c08c3f249d94ef2ac38253452f8d82701769482ea8a2b17,0x70c36947837b43665ed5ea85c112aa0f72cf9fb3,undefined,1575568407,1,0,5322240000000000000000,0,0,0,0,150000000000000000000,
0x00d1acfc8852b41106ac5322c1e74e8aceb62179900e93daca42ee9ae15288db,0x6bee9b81e434f7afce72a43a4016719315069539,undefined,1562588713,2,2,19405980000000000000,168839496521589041302,0,2,70000000000000000000,71000000000000000000,
0x00d2bd8dbf37d35be269aafe856fdb9691f2e41a0614001995e9b55df3f9e6bc,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,undefined,1565990193,3,0,492282809000000000000,0,0,1,10000000000000000000,50000000000,
0x011f8609171d99705dda26d2d82cdcc691cdf8916997d59a6746587a0f8f2faa,0x519b70055af55a007110b4ff99b0ea33071c720a,undefined,1601482348,6,0,271467440501095373103385,0,0,2,1519000000000000000000,250000000000000000000,
0x0129727c7ce74cb7fe77835e3c8396d36c2cdfbabb55cbc65535176c986d01f8,0xfbe675b10de71165035d178dbc34645adde33eca,undefined,1589154080,2,0,2000000000000000000000,0,0,0,0,50000000000000000000,
0x01307fd72aa360c5c2964867c47ef46afd3fa4c83a94fd96c52445511ea6d7ba,0x519b70055af55a007110b4ff99b0ea33071c720a,undefined,1625849981,2,0,5173348733437926375563,0,0,2,1100000000000000000000,250000000000000000000,
0x019e094131fce8511813564de0816bc56e368ed4c0b4c056d544df1f767ac078,0x519b70055af55a007110b4ff99b0ea33071c720a,undefined,1594010653,7,0,245571242867994568751662,0,0,1,1000000000000000000000,250000000000000000000,
0x01c62607c11f6d84734b2645bcd7e0a11e816bebf0efa4b46fbce15b5f679a00,0xee7fa430a7e513d3df962ed0c0e285bc6f87fc24,undefined,1591257826,1,0,88000000000000000000,0,0,2,1470000000000000000000,150000000000000000000,
0x01d2b5d939e9f585a6c7a422f44b2d11ae6050f574267d46a4dd638c22ede7af,0x0b93ba560283350d4216f29dc57e15df38d0eace,undefined,1565212428,2,0,745000000000000000000,0,0,2,200000000000000000000,100000000000000000000,
0x01e149ea9491cffe510288ead0aaf421eb5117a0fddb4fa6c94aca58dc357c26,0x339af3ed17192edec40123d4e3239e20e2ccfead,undefined,1594407155,2,0,2000000000000000000000,0,0,1,1100000000000000089,1000000000000000000,
0x01ecc9ba59021ca472c743685ece4df84331361c6f42de8d7d17d8e581dfdd1c,0x8990e11b69403ea53ef2b32434bbd7dbf84b5234,undefined,1575826013,3,0,853339726800000000000,0,0,2,500000000000000000000,50000000000000000000,
0x0201d52a11aacf20d32024db2b64e4cde7a2b5ffc9dc6c33e24ab9214df760b8,0xd358d4f159e6fae32d1b6096bdace829a5fe33fb,undefined,1583256295,5,0,193314355849464188240000,0,0,0,0,50000000000000000000,
0x0204690f98f4706695e41d5e26a68b32f1d2bdcde0d172e5a5544fd24f2ffeec,0x519b70055af55a007110b4ff99b0ea33071c720a,undefined,1601484390,6,0,271467440501095373103385,0,0,1,2000000000000000000000,250000000000000000000,
0x02145002fe1934c2b97ca27c23ff18502d8138117f999894d72d5a8d00eb5ddb,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,undefined,1573104179,2,0,653363704020000000000,0,0,0,0,50000000000,
0x021d76ae18fc124c05d69bb2ba267ac9a7ab14e265a991783c3943a4b0d47bb7,0x294f999356ed03347c7a23bcbcf8d33fa41dc830,undefined,1568248444,0,0,0,0,0,0,0,150000000000000000000,
0x022dcfe7d4fd61969e0e2392725833be3d12fca464a7f41abdb8bb21d5ced4a2,0x519b70055af55a007110b4ff99b0ea33071c720a,undefined,1610494805,2,0,30712939976786475204445,0,0,1,2250000000000000000000,250000000000000000000,
