14000000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14100000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14200000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14300000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14400000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14500000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14600000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14700000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14800000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
14900000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,1,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,1,100,100,1,1,1,1,100,38,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
15000000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,1,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,0,100,1,0,1,100,1,0,1,100,1,100,100,1,1,1,1,100,38,1,1,15,1,5,0,100,100,100,1,20,1,100,6,1,1,100,1,1,
15100000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,1,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,1,100,1,0,1,100,1,0,1,100,1,100,100,1,1,1,1,100,38,1,1,15,1,5,0,100,100,100,1,20,1,100,6,1,1,100,1,1,
15200000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,1,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,1,100,1,0,1,100,1,0,1,100,1,100,100,1,1,1,1,100,38,1,1,15,1,5,0,100,100,100,1,20,1,100,6,1,1,100,1,1,
15300000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,1,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,1,1,100,1,1,1,0,1,1,1,100,1,0,1,100,1,0,1,100,1,100,100,1,1,1,1,100,38,1,1,15,1,5,0,100,100,100,1,20,1,100,6,1,1,100,1,1,
