13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13100000,1,100,1,100,0,3,10,1000,1,10,0,0,1,500,27,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,48,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
13200000,1,100,1,100,0,3,10,1000,1,10,0,0,1,500,27,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,48,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
13300000,1,100,1,100,0,3,10,1000,1,1,0,0,1,500,27,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,48,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
13400000,1,100,1,100,0,3,10,1000,1,1,0,0,1,500,27,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,48,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
13500000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,27,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,48,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
13600000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,27,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,48,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
13700000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,27,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
13800000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
13900000,1,100,1,100,0,3,10,1000,1,0,1,0,1,500,3,100,0,0,1,100,72,2,1,0,1,1,100,1,100,1,1,1,1,1,100,0,1,100,1,1,1,0,1,1,0,100,1,100,1,100,1,0,1,100,0,100,100,1,1,1,1,100,1,1,1,15,1,5,0,100,100,100,1,25,1,100,6,1,1,100,1,1,
