memberAddress,DelegateKey,proposalId,proposalIndex,address,blockNumber,vote
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,47,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751382,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,48,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751384,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,49,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751406,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,46,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751967,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,35,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751970,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,37,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751973,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,38,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751975,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,39,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751977,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,40,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751978,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,41,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751982,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,42,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7751984,1,
0x2525f1a08a2d5f037DDa969f2Fa1B56E4b4B47f3,0x2525f1a08a2d5f037DDa969f2Fa1B56E4b4B47f3,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753209,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753348,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,49,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753350,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,48,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753350,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,47,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753350,2,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,46,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753350,2,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,45,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753353,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,44,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753384,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,43,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753412,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,42,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753412,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,41,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753412,2,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,40,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753415,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,39,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753417,1,
0xF754eEE52ae08568201c56f51BA985638edaE1c4,0xFb43463c8eF17784921204487A397Ef003a625CF,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753507,1,
0x512E07A093aAA20Ba288392EaDF03838C7a4e522,0x512E07A093aAA20Ba288392EaDF03838C7a4e522,undefined,47,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7753943,1,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0xE947E32C6E1cfA4b9406E736782DF1446A5B189b,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7754177,1,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0xE947E32C6E1cfA4b9406E736782DF1446A5B189b,undefined,46,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7754187,1,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0xE947E32C6E1cfA4b9406E736782DF1446A5B189b,undefined,35,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7754217,1,
0x1A57F99c4759F4E4E29140B1D7A89584e1c1Ef67,0x1b037167C4b0584Ca5Ef6534648C38F496757FA5,undefined,46,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7754320,1,
0x1A57F99c4759F4E4E29140B1D7A89584e1c1Ef67,0x1b037167C4b0584Ca5Ef6534648C38F496757FA5,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7754326,1,
0x5A9e792143bf2708b4765C144451dCa54f559a19,0x5A9e792143bf2708b4765C144451dCa54f559a19,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7754500,1,
0x5A9e792143bf2708b4765C144451dCa54f559a19,0x5A9e792143bf2708b4765C144451dCa54f559a19,undefined,49,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7754583,1,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0xE947E32C6E1cfA4b9406E736782DF1446A5B189b,undefined,49,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7755523,1,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0xE947E32C6E1cfA4b9406E736782DF1446A5B189b,undefined,48,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7755524,1,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0xE947E32C6E1cfA4b9406E736782DF1446A5B189b,undefined,47,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7755526,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,43,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765197,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,44,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765201,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,45,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765244,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,47,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765247,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,48,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765252,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,49,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765255,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765256,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,51,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765262,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,51,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7765739,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,51,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766275,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,36,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766577,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766587,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,49,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766589,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,46,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766591,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,43,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766593,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,44,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766593,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,45,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766596,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,42,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766598,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,41,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766602,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,40,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766602,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,39,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766603,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,38,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766607,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,37,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7766608,1,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,51,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7771142,1,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,46,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7771146,1,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,47,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7771152,1,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0xE947E32C6E1cfA4b9406E736782DF1446A5B189b,undefined,51,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7786961,1,
0xcd16CBdA54af2556EBB6df4FBFd178e63c33FD89,0x72BA1965320ab5352FD6D68235Cc3C5306a6FFA2,undefined,46,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7791849,1,
0xcd16CBdA54af2556EBB6df4FBFd178e63c33FD89,0x72BA1965320ab5352FD6D68235Cc3C5306a6FFA2,undefined,50,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7791851,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,52,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7798044,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,52,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7798563,1,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,52,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7807242,1,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,53,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7813406,1,
0x23ecac365Ca93eF39F7532ee49c93af96BcA8Fa5,0x23ecac365Ca93eF39F7532ee49c93af96BcA8Fa5,undefined,53,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7813603,2,
0x23ecac365Ca93eF39F7532ee49c93af96BcA8Fa5,0x23ecac365Ca93eF39F7532ee49c93af96BcA8Fa5,undefined,52,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7813603,1,
0xAe5fB390e5c4fA1962e39E98DBfb0ed8055Ed7A9,0xAe5fB390e5c4fA1962e39E98DBfb0ed8055Ed7A9,undefined,53,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7815352,1,
0xAe5fB390e5c4fA1962e39E98DBfb0ed8055Ed7A9,0xAe5fB390e5c4fA1962e39E98DBfb0ed8055Ed7A9,undefined,54,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7815418,1,
0xAe5fB390e5c4fA1962e39E98DBfb0ed8055Ed7A9,0xAe5fB390e5c4fA1962e39E98DBfb0ed8055Ed7A9,undefined,55,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7815420,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,54,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7817032,1,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,52,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7817083,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,53,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7821419,2,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,55,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7821419,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,52,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7821419,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,54,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7821420,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,55,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7825737,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,54,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7825983,2,
0x59a5493513bA2378Ed57aE5ecfB8A027E9D80365,0xE947E32C6E1cfA4b9406E736782DF1446A5B189b,undefined,54,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7830021,2,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,54,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7838764,1,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,55,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7838767,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7845783,1,
0xAe0eD27010F2C4b9Fc63cA359290BF5c0F883ad2,0xAe0eD27010F2C4b9Fc63cA359290BF5c0F883ad2,undefined,55,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7848642,1,
0x2625f1c0bc50b2F663BeA454ccb7398FE3E7a9ae,0x2fbfa215e62F0098ddAd5bc466Bc62bBf86381Aa,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7849105,2,
0x2625f1c0bc50b2F663BeA454ccb7398FE3E7a9ae,0x2fbfa215e62F0098ddAd5bc466Bc62bBf86381Aa,undefined,53,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7849109,1,
0x7B3E509C78FAee4c589d3d07EA0C8929Aa2835e3,0x7B3E509C78FAee4c589d3d07EA0C8929Aa2835e3,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7849112,2,
0x7B3E509C78FAee4c589d3d07EA0C8929Aa2835e3,0x7B3E509C78FAee4c589d3d07EA0C8929Aa2835e3,undefined,53,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7849156,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7849353,1,
0x2525f1a08a2d5f037DDa969f2Fa1B56E4b4B47f3,0x2525f1a08a2d5f037DDa969f2Fa1B56E4b4B47f3,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7850437,2,
0x1A57F99c4759F4E4E29140B1D7A89584e1c1Ef67,0x1b037167C4b0584Ca5Ef6534648C38F496757FA5,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7850960,1,
0x1A57F99c4759F4E4E29140B1D7A89584e1c1Ef67,0x1b037167C4b0584Ca5Ef6534648C38F496757FA5,undefined,55,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7850968,1,
0x1A57F99c4759F4E4E29140B1D7A89584e1c1Ef67,0x1b037167C4b0584Ca5Ef6534648C38F496757FA5,undefined,53,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7850971,1,
0x1A57F99c4759F4E4E29140B1D7A89584e1c1Ef67,0x1b037167C4b0584Ca5Ef6534648C38F496757FA5,undefined,54,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7850972,1,
0x7B3E509C78FAee4c589d3d07EA0C8929Aa2835e3,0x7B3E509C78FAee4c589d3d07EA0C8929Aa2835e3,undefined,54,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7851256,1,
0xcd16CBdA54af2556EBB6df4FBFd178e63c33FD89,0x72BA1965320ab5352FD6D68235Cc3C5306a6FFA2,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7857034,2,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7858022,2,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7862129,2,
0xF754eEE52ae08568201c56f51BA985638edaE1c4,0xFb43463c8eF17784921204487A397Ef003a625CF,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7868103,2,
0xABbd0c374F54EdC4392C9Ff45DB9B65E91Bc2678,0x005bEE87D3489b0ab57692dCC1e5BF58D3A494E6,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7868514,1,
0xBaf2D86e1224b5Fc9121495FE2b55a273D6F2bae,0xBaf2D86e1224b5Fc9121495FE2b55a273D6F2bae,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7869146,2,
0x7B3E509C78FAee4c589d3d07EA0C8929Aa2835e3,0x7B3E509C78FAee4c589d3d07EA0C8929Aa2835e3,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7869628,1,
0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,0x965FDb32E3fcdc6dC323464A42a9615E6A5464D1,undefined,56,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7869732,2,
0x23ecac365Ca93eF39F7532ee49c93af96BcA8Fa5,0x23ecac365Ca93eF39F7532ee49c93af96BcA8Fa5,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7871097,2,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7871246,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,59,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7876052,1,
0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,0xecd11858a4bcc35A51084Ebe672beaCe01142fcA,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7876055,1,
0x7f4C4B0f51C17E72248B2bCeF176e7649c187e7B,0x5Ca6A0e71F23CecD80b63D5389e78B4f4345B429,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7876816,2,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7880386,2,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,58,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7880431,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,59,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7880433,1,
0x66666630B6260170d05365521a9aC2c3702bc0D0,0xFEa0631E252aB024f4E6CEa9A3A909729A26D316,undefined,59,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7881863,1,
0xcd16CBdA54af2556EBB6df4FBFd178e63c33FD89,0x72BA1965320ab5352FD6D68235Cc3C5306a6FFA2,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7883132,2,
0x6b6398C9838d92a779B52F8cF3d91a6586fCcB7F,0x6b6398C9838d92a779B52F8cF3d91a6586fCcB7F,undefined,59,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7883490,1,
0x6b6398C9838d92a779B52F8cF3d91a6586fCcB7F,0x6b6398C9838d92a779B52F8cF3d91a6586fCcB7F,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7883499,2,
0xBaf2D86e1224b5Fc9121495FE2b55a273D6F2bae,0xcFD7dBC774fE1F9606b8084A56482ed50A75B5D3,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7886879,2,
0x37385081870ef47e055410FEFd582E2a95D2960B,0x6Ddf1B8e6d71B5b33912607098BE123ffe62AE53,undefined,57,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7887119,2,
0xfaaE12E4166e499666E94DA41B174AA669A7D79E,0xfaaE12E4166e499666E94DA41B174AA669A7D79E,undefined,60,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7889418,1,
0xfaaE12E4166e499666E94DA41B174AA669A7D79E,0xfaaE12E4166e499666E94DA41B174AA669A7D79E,undefined,59,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7889420,1,
0xfaaE12E4166e499666E94DA41B174AA669A7D79E,0xfaaE12E4166e499666E94DA41B174AA669A7D79E,undefined,58,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7889422,1,
0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,0x74d5e6D53FcB220A195BFBDB2Ae04607454Eb81B,undefined,60,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7890067,1,
0x89E12F054526B985188b946063dDc874a62fEd45,0x89E12F054526B985188b946063dDc874a62fEd45,undefined,60,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7891552,1,
0x23ecac365Ca93eF39F7532ee49c93af96BcA8Fa5,0x23ecac365Ca93eF39F7532ee49c93af96BcA8Fa5,undefined,63,0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,7895762,1,
