0x0042dfb8301607df72ec9fdab39759371f827bb0,1,0
0x00c9894ec45e1e0c547da44c007b1fa7ead36228,2,0
0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef,4,0
0x014ded81ddb85f7d178a66bcdd6cd6ca89ba7cc5,2,0.4099099099099099
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,40,0.9214728935336381
0x0353b86f1e8dd2d28b6eed6fd9b5cbbdc2df42c5,2,0.5
0x0366df36344c494aafe34f7b2f852fedc8497770,1,0
0x0372f3696fa7dc99801f435fd6737e57818239f2,105,0.6886596505852524
0x044a03d4f81711938bb88035da9ee588417f94eb,1,0
0x04640fe6378c8f03528f50f6eb7ae1ebdb398d17,1,0
0x055414109ee6ffa78d16ef2af5173d1530d24bed,1,0
0x0557b380dd0f96d04829cfe7f8440d2b61bdb345,1,0
0x059f0264524433ea399c3d10df9d2c317f39cc01,1,0
0x06b7291bf87e310df26f7b20652756e8c5665cd1,1,0
0x071124f489b96101e4a6b1ce78a0c4b9eba881a2,2,0
0x073ac467787c6a4ec93163dbe043b4a03bd60caf,1,0
0x081868a96f106e2286bd27112a0354d7222b4adb,1,0
0x084e61c1b357d556238817ff91fd5e92c2656171,1,0
0x08876be280abdcceb5a6233ab428b85cd7e8a69d,1,0
0x098eabc5cb8ca7d8aaeaf0a927a5c2bbcedffb30,1,0
0x09d0745f49db80dcd483f4fc90234527ce6751d1,1,0
0x0a54aca07be047fa2c44b267a2e546dfd3fecad1,1,0
0x0b07bad3bba914a70367c51319c7554527eb5ef9,1,0
0x0b45a92c9d7f3e3a85d23e211b3061b3406a6029,1,0
0x0bb064536dbbb305fbe4290d06105ea3de918737,4,0
0x0bbaac57e09d230730cd9dff896ab528c7a0c9aa,1,0
0x0c1fc2b9975a880d82b518b141d42cfded7857ab,1,0
0x0cefa8424d3045f36950bc6292eb1c80b01e8759,1,0
0x0e167256d58ed37def84cfdb08f7588723bec2dd,1,0
0x0e5a503842c947762e66c42f8a773757edeb2315,1,0
0x0f1028502960d1c6edd353ab8af077ffbd617fe2,1,0
0x0f2ac0d62bc5e2a194fb5a531a245b8ee03911e0,1,0
0x101aad3a4e4e63f88607144ac3e7318257705e36,1,0
0x108e0ac5241dd65f1213396681a799ed049dd5dc,1,0
0x112bc7f1337de4477781207d8dc788ec232170a2,1,0
0x123e8d543d7528e90b391fcfbc811a9a7a839c68,1,0
0x12ad7d784543e51e030ef5580a2053bd9dd09718,1,0
0x12be45727a5458abbe6209e1b1f42601819e2ec2,1,0
0x12ecd378854ceb1c7e9d9aee0752d044061cd58c,2,0
0x130d96c933d2a8f9c27fee31be78c08d58e04e63,1,0
0x13555020d1d7690ba37d6c0042656fcfa751d2a3,1,0
0x148daa26808201add646d16c5c0a4d0e60d8847c,1,0
0x14ae60c9523b15e05c04a7e8e78a2a7ba3e2ad70,1,0
0x14b8de59612e6a553cc2f900c2dcc52627794689,1,0
0x14bf7c8ef3a9484522f610e1904ad23236289eaa,1,0
0x14f00110956d2f6171afc16baab4c0bac334801f,1,0
0x14f14ab507a700f794752298efde62d545549b24,1,0
0x153260aa83e348e144a0fd824905e934ffbceffe,1,0
0x160042db5365a09c1372ee51de92820891c758f6,1,0
0x161e99f7467f20602c7ff9ff85f22be1ecc41b86,6,0.3333333333333333
0x1621e5d7b9bb0e1330897f4f5df1fba9eb399263,1,0
0x16ddecb0f83ca91a27b2f236d1ff7a7e70d5301a,1,0
0x170e7de6dcee804748d8714bd26538379f967407,1,0
0x17a09f59574e87db1a0e94af5147129f68ccf3de,1,0
0x181c0ee17ffdf4aaa687f4a9eaba645a01cac3a5,1,0
0x18923b96e765aeeabb8090e17c15da958a4846d3,1,0
0x194aaa502839c3d4f7f2225884ae11115fb62d86,1,0
0x195ab0b062685b8a940e78a0e6b3b2db230c7fb7,1,0
0x19cf6f42436acdae68cdec522320b18b36bfda60,1,0
0x1b245f8a7c8623e0736a7ba88430047a8a547d32,1,0
0x1b3d7efb93ec432b0d1d56880c23303979b379e9,38,0.9733526953092096
0x1b76c178355508f247863915e9a838635e653861,1,0
0x1ba850cb53280d7f9987be283ff462038ec8abe2,16,0.6512187299550994
0x1bbab7783d2dbe69f636cfa182dbc67e3f6e5093,1,0
0x1c38710b8b6f0632dd4bfeefb2f3898d7e6c18b1,1,0
0x1c4aa92cd9ba7e6a40d19660f94ee8d23eb56639,1,0
0x1c6f815293f73d1f15ffa1e1a230155ff47369f9,1,0
0x1cafeba65272799149ec0cdadf87f0e706a3cfd3,2,0
0x1e09c5914cbc69bb17872626816abf4fdda24133,1,0
0x1e5435f26bf2aebceb0adc2c888b98b9bddebff5,2,0
0x1e8e2687f1e26dcd4653c256f4b165971b104070,1,0
0x1ea84b986ee08b68d37bfe07c7564b84dee40bd6,1,0
0x1efe05df1f5e82a4994093b1982c97e3dd404e65,110,0.9
0x1f88e090e5a2b7c2d2c3c272b783610862498c60,1,0
0x1fab0f9902a6a47c685d4aaa231a54e08184f89c,1,0
0x1fc8cbf507e888203932137ca3af28cf4c8c910c,1,0
0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,108,0.8392967987940055
0x2067f7bb96172b35c3eb581d5e407d9e6a2099e4,1,0
0x20aadbcef735356fffeb2f40519ac7105c0284b4,25,0.9599977920052992
0x210aa04057418ee6e571921bd02183430f8292eb,1,0
0x22274338be63f4f3e01d51f23fc50be138ee0cae,1,0
0x23bfa86f33660a5135dac82bf3804c153b1ab72f,1,0
0x23fe7836da91f46051fb0fed622277fe93ddde39,259,0.18208003922289637
0x24128582cbc75e4b7021c6fe9044848aee543f2d,1,0
0x24f13448d8e068f8388aecd4652e184135ac831c,1,0
0x259b4ad7abc561ec29d354e5ad1e7d0a40cf0427,1,0
0x26423dff9e1797be5793f2174c85a4f04956adeb,1,0
0x265989a4a7ce6f025db1618667495aa51c5121e9,2,0.35714285714285715
0x26edf55480c50a2fab52d0d7bdf1dbbf2f4bb14f,37,0.8108050874751704
0x2788140fd34d5bf634fd5e7db2c372b58974f8ab,1,0
0x27e5306d4b5c36070af7d6e87c9df1aebdf0222a,1,0
0x288f70137c4057550f2952468a68d1d223019073,1,0
0x28995c80565f188c9334d20db3e70b6606565b94,2,0
0x29f9340ff5c9d8f8b4760cd1429312a68f044e9a,1,0
0x2b0881c43467bb590a7339ff7afe494807f5f914,1,0
0x2bf0689b22c1092aaf6a09437af316985e67ba12,2,0
0x2c0279d18317186c42fcf041bd427367b266fb4e,3,0
0x2c18fe5be8cd3321f696cca4663972123aea10ed,1,0
0x2cc45f7812c519ac283844c628eb89c2f527e725,1,0
0x2e91c43ec620a0e5d2a3b7e2b5b0daeccd119df4,1,0
0x2eaa38e8ad799041081b98772191133b9d43f41d,1,0
0x2f2f18904ed01112a5d3c51f6f393d893ba7d6a7,1,0
0x2f74969351d4c2509acd7985fbe36bcc1cd38aea,1,0
0x2fad8cd84c6d3e668dd56601bbb7ac0fda4f5e68,1,0
0x2fd32cfee3d548acf28ac067e93e094348c3b540,1,0
0x311c7a64f90d77b36987f681f649a1675d05652c,1,0
0x3226afdbe3911ba1ab32c97a3fc75606ed2f2226,1,0
0x32e173fd9cb2a50bc39d313182bd484729c818b4,3,0.3328335832083958
0x33da52e66c7ca9268f0cfdbc0c67c0ebd6020f93,1,0
0x345996b47b0aa30b12c17b1854a3c4fca46f99c8,1,0
0x34b43f77d22b98876e702622722755c5d74b6d22,1,0
0x34f06983ef6a0229d34a3d250873f1ccd483e1bf,1,0
0x358f82b15e58f9729695af01f8f9dde0d1bf366b,1,0
0x35915fd4404087615eda8619f9872c6479b9a036,1,0
0x36dc48ae5e9ba9b752ab32589c9dd809a69cedba,1,0
0x36fab4ac1d36e5f1015236261e42365cb4feac52,47,0.9299054373522458
0x375cc4d070482484e6c351b9d2de244b3076bf7d,1,0
0x377fa89894956a4d221c8d9d3ed3c33cfc9f70bd,2,0.499999
0x38740a4f02e8985ade62fe65bc5fc336483f4480,1,0
0x38de9a5e1c691c2ae4c8cbd13ac29e2a3ca270ec,1,0
0x3906aaf0bc3fda9ae37b2a33c29411f25c338998,1,0
0x3919c6afed517fd3fb193ddb4a1524cd267f0069,2,0
0x395ed08c20dc119478dc6cf6a16d94b377072379,2,0.5
0x3a268279cc57d669925e8b6eb5a7be7da6f18984,1,0
0x3b1c5ca91ec6ceda5ef3cef8abc275f63ac35232,1,0
0x3bcf65756463c54e15fa26b8f441cdd927b66207,1,0
0x3beb9da3bb0020153ae57a21a8a88166ca5f6f8d,3,0
0x3cb79bcf7badb7eddf5b57d3b82e6727fa4a24e0,1,0
0x3d83d62a11e6e55376a9f9604ff049b493450b85,1,0
0x3ee67bc5c3b53c3f6a80540733c7a17e0005747c,1,0
0x3f2eda983d6926a84df3dba7122142907a5a7c84,1,0
0x3f659631a9bc3db57f84540bcaa7e583e82d4f8b,1,0
0x402184feffa561be348943cd171bd511e5c610a2,1,0
0x405a0e96be7919c7c0dba375d4fb8a9c3a032c6e,1,0
0x4454403f3847626d194c25dbe9ad0013c9d19085,1,0
0x446780dd6b1e115a29b71e97b8b408380613ac87,1,0
0x44b0fc4c6612a550104b074b240652f55d62fb68,1,0
0x44d49863f785d02d302687c9149eb347afccee7b,6,0
0x45105bd53242b6db22e7524732254a3cd666d0fc,3,0
0x4570b4faf71e23942b8b9f934b47ccedf7540162,119,0.7396173402606468
0x46c3e0ee080935768a0d97012841213e88b1fd91,1,0
0x46c90bda9d02b05fd9eb1c4f2977f4457a9e6e44,1,0
0x47b45f8b527a0dbcd315e4c9cee4b8ff118f8a31,26,0.4242603550295858
0x482122333e3af9b969871a66f6c3aa8ea76db31a,1,0
0x4860317bca9a4fbbb9021f65e6f09a25d6aeaed3,1,0
0x4862376ff04f07922fcee312053ad5ff2d6834b3,1,0
0x486375801734a9c2a607687ec8f8df5886868f94,4,0.5192307692307693
0x48c2f0a379f8cc93b1be3775964e242adebfd8dc,7,0.24842336166712367
0x493d0818c75f46686f239e36b2d50cc3b60ce490,1,0
0x49452628e5513a5ea408b52ff2d934c684020b3a,1,0
0x4986d517bb1770d8b42f9d20ba6e9f70b987967f,1,0
0x49c1afd6a4037d4d60142f53c35c4832bdaa0108,6,0.3333333333333333
0x49ecf88449c25a21410a5c15fd1e53a6f2225a0f,1,0
0x4b7b2986696c7b7c1eaa7318c8472c58a0119af7,2,0
