0x0042dfb8301607df72ec9fdab39759371f827bb0-member-0x131aaecbff040379070024ea0ae9ab72a059e6c4,0x131aaecbff040379070024ea0ae9ab72a059e6c4,100,0x0042dfb8301607df72ec9fdab39759371f827bb0,5,1607447579,0
0x00c9894ec45e1e0c547da44c007b1fa7ead36228-member-0x710b70275d7145e7dfa7d6e6952eebf52bab80ad,0x710b70275d7145e7dfa7d6e6952eebf52bab80ad,10,0x00c9894ec45e1e0c547da44c007b1fa7ead36228,0,1629500133,0
0x00c9894ec45e1e0c547da44c007b1fa7ead36228-member-0xf6c4798c45d30c7613463c3aaa4555dab812ab9a,0xf6c4798c45d30c7613463c3aaa4555dab812ab9a,10,0x00c9894ec45e1e0c547da44c007b1fa7ead36228,0,1629500133,0
0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef-member-0x31562d5959b37e39702c0f94d06ef155489d9359,0x31562d5959b37e39702c0f94d06ef155489d9359,1,0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef,0,1654974344,0
0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef-member-0x6d8dec9808f699c9a41dc038d9d8ab26e0995675,0x6d8dec9808f699c9a41dc038d9d8ab26e0995675,1,0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef,0,1654974344,0
0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef-member-0x794c4e62efcc7531f45c24565b70655292cc54e0,0x794c4e62efcc7531f45c24565b70655292cc54e0,1,0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef,0,1654974344,0
0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef-member-0xed24226381f5144562f0f50c69b7abbaf5a2f093,0xed24226381f5144562f0f50c69b7abbaf5a2f093,1,0x00d9619e4fe35f1a69a4b0579a0247575aeef1ef,0,1654974344,0
0x014ded81ddb85f7d178a66bcdd6cd6ca89ba7cc5-member-0xced608aa29bb92185d9b6340adcbfa263dae075b,0xced608aa29bb92185d9b6340adcbfa263dae075b,10,0x014ded81ddb85f7d178a66bcdd6cd6ca89ba7cc5,0,1580533109,0
0x014ded81ddb85f7d178a66bcdd6cd6ca89ba7cc5-member-0xe04243d4de64793420e613fa13f12efff42aca05,0xe04243d4de64793420e613fa13f12efff42aca05,101,0x014ded81ddb85f7d178a66bcdd6cd6ca89ba7cc5,2,1578737424,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x008de861efedc4617caeb1d27a6aa0e6e7e2c987,0x008de861efedc4617caeb1d27a6aa0e6e7e2c987,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1598114587,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x070f40ccce59a4585e00227d9c01c705c6d087be,0x070f40ccce59a4585e00227d9c01c705c6d087be,0,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1598114949,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x0aec94fdb92e72fce21f80176f22b0cc5002d92c,0x0aec94fdb92e72fce21f80176f22b0cc5002d92c,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1596247123,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x18e33cffcd0664f71eda650d003624528d4de830,0x18e33cffcd0664f71eda650d003624528d4de830,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1598114489,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x1efed205caede27da1135cd37a4192861a51100e,0x1efed205caede27da1135cd37a4192861a51100e,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,8,1592999138,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x34665577f1d363d839b88d24105833efed0c592a,0x34665577f1d363d839b88d24105833efed0c592a,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1596709386,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x38e176939ab3f3f8b91cfa882f91f5683cd9ccbd,0x38e176939ab3f3f8b91cfa882f91f5683cd9ccbd,0,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1618150454,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x3be71ba37b83e89b7c33147933da19747439ac80,0x3be71ba37b83e89b7c33147933da19747439ac80,0,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1623079612,1
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x41262188e5a1ba7f537b449ee584b80dc491cb2d,0x41262188e5a1ba7f537b449ee584b80dc491cb2d,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1593415275,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x4329c87d5ed63b9d186a707e20a2325a42af1e26,0x4329c87d5ed63b9d186a707e20a2325a42af1e26,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1593804199,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x4744cda32be7b3e75b9334001da9ed21789d4c0d,0x4744cda32be7b3e75b9334001da9ed21789d4c0d,10,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1592302560,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x4e8372537cf5d1493fb5a68d7f48fd190ed137f4,0x4e8372537cf5d1493fb5a68d7f48fd190ed137f4,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1593413756,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x50ec89ab7a9bf23ff4ba6245d430ab06886bfbeb,0x50ec89ab7a9bf23ff4ba6245d430ab06886bfbeb,1,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,1,1584889378,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x55d6eda1742b1a078123f762b5d75c5ece49f955,0x55d6eda1742b1a078123f762b5d75c5ece49f955,10,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1598114167,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x636a1dda5ae24e1bb6cb472b7f3c98f458fec738,0x636a1dda5ae24e1bb6cb472b7f3c98f458fec738,30,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1591639109,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x68d36dcbdd7bbf206e27134f28103abe7cf972df,0x68d36dcbdd7bbf206e27134f28103abe7cf972df,4,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1593411077,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x70ee1166e52f227ac161570e02a75d68f6e3c92a,0x70ee1166e52f227ac161570e02a75d68f6e3c92a,700,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1588360222,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x717303f9258ff6fae98a9e1dba3d34bf21688415,0x717303f9258ff6fae98a9e1dba3d34bf21688415,700,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,27,1586276928,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x7414df7948e17c37e588e5ac8e43195cbb2af801,0x7414df7948e17c37e588e5ac8e43195cbb2af801,0,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1603372080,0
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939-member-0x84e356a5af981e8e91513396cb75078f0f638bb6,0x84e356a5af981e8e91513396cb75078f0f638bb6,2,0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,1598116495,0
