0xf92e27b3b7e7d1ab661667ef71b17019fbc7f81896fa855b7ec006bf4983013e//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//active//11792727.201834155//1260124.7474957982//13298647.82557233//1659994702//267
0xa072d8f42239446b06fd510482132c6b262577c30008de9e8cd9b82e093c60f0//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//19378853.10401666//942537.337479765//20321390.441496413//1659219945//249
0x6839e485cd6549f62e491da5ed636aa891509a654e97a8d32ce0ec4f36760060//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//5867834.95716797//4767294.384764539//18280737.7261664//1657728505//258
0x38939e4e79d408493b582f80cacc9c21e1c0a6127ad455e4e4a1fb7aba1d7707//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//12657720.972530575//42825.33236605237//12700546.304896628//1653082472//335
0x9011aff0458cc7b83dac7fd4451896b9fe658f92001a3076c070c01d4b9dbb00//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//18932328.883418985//76000.74580196822//19008329.62922096//1652237204//351
0x2e9fb3484348541ba648e84a5865bf89f8367ab827dd0a906e6ebc906a0e92a3//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//17758010.98707516//0//17758010.98707516//1652236798//327
0x4361af215c331363d4dfc213454c7123a3871d716b8ac1c7280f908122f9bf26//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//14956972.951367456//587446.7438774377//18279042.391936675//1651545900//387
0xe59a3e71932768dcfe87adee3bd3df49cf83d92f5ca0c2745257f309892e8dbd//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//22720436.326358978//201021.27//22921457.59635897//1650566960//339
0xb913117a49bfac14ab74acac83c584f881dab4615bb015d4cdb44473ee8b4b59//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//12480655.233059552//7185147.77688319//19665803.00994276//1650503000//360
0xb93ef13c7f48841d50191124a6e76c3bdd099edc501b6325a495ee70db77fe5a//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//1002121.465498015//1878520.1587244356//21823669.498754114//1647381498//269
0x5f854c04a97238820aa729ab7a61797ba8f4da5ca9c592713ff7e0783a9d0913//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//2786666.4518507007//4526078.67295142//22087942.162686262//1647375156//280
0x98cde0a0de782f1963eb736f87ac406352154ae09cfbf0287b99b5be31ecdc8e//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//21746091.91837822//637764.8803930846//22383856.798771292//1647371093//268
0x2b1f2678546586e7e12a75e71191292999a5568d4a95bb5f0a681e7a5bfd65be//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//20710445.90655272//0//20710445.90655272//1646671095//290
0x1c2f7e4cce902906598be0b2c6e7b32762722d296a3f010f843fc16a9612ba39//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//19866944.177520715//392060.8684184623//20259005.045939177//1646416840//251
0x903b96c30ac4f555c3dd598e48d5b1566f394dfa072eb6945d7c093704d1f064//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//47821782.544762//1819449.2704153091//49641231.81517732//1645070794//360
QmU1Rz7s87ow29QsfeCee7j2jr7H9h6BFkoPmVu6Ux56XD//Bankless DAO//banklessvault.eth//0x47f882a155209F55D280EB36577c100A74DD32a1//closed//17064441.70482634//50//17064491.70482634//1642789578//192
0x749e887debb581c7b416376ffe12d73de3a8a304310479e0c8a2a672ef8785ca//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//23429670.171349633//3887154.2282105577//27316824.3995602//1642707320//265
0x33f869377c1b93a3b6db367001b6bb2604626f919ca4322960a20b8f01f58860//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//1935784.7075356336//2800549.7961821756//26748817.504202593//1642707083//207
0xe3f54fb37453af90984c4c41256afde75b92b8383acdcb9a7f467574e0cccb8a//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//16347710.723974934//998.825115173649//16349245.344997821//1641769714//230
0xeb3b1ff85d227856f9fab7f9af1b662a0013f19d58fb8df862fec2ef5914f82d//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//3932771.228776937//3293324.2035396835//18442819.584679615//1641328380//276
0x0eb29303825c37c67ddc5d71b199bbc66c149712918c2a7c9261c7f6a2953d66//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//16234800.66658036//146572.52627526218//16381373.192855623//1640964482//272
0x2b5159e129cef1e3aa3618f7eb4133712ad2ffb482df59159f90d7c842dc9355//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//16271116.040626973//60126.661820346875//16331242.702447323//1640963877//272
Qmd2yvHyaNPYQe8S4abRD64U57dMYAuTZ3oYsu4vkJampG//Bankless DAO//banklessvault.eth//0x47f882a155209F55D280EB36577c100A74DD32a1//closed//3607435.21877008//11439131.92436006//15046567.143130135//1640961992//241
0xabccf8394b35e92043a4055f8430f1babd44fdc763849ad0158441073578a62e//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//23851328.441092934//272053.90214422817//24927283.116835542//1635956294//506
QmWjyeUFLmvVLg3fYeNWLjPscy6u4JU2tv8A1E1qjfDi2L//Bankless DAO//banklessvault.eth//0x47f882a155209F55D280EB36577c100A74DD32a1//closed//24183580.758983295//6729448.45337131//30913029.21235458//1634920746//435
QmZhncmagTnWXjvX17Kmm1f25D33CPAw6f1UQBo7fzm6UQ//Bankless DAO//banklessvault.eth//0xb6ac0341Fcf3FB507A8208D34a97f13779e1393D//closed//21517653.90187577//588352.3172024805//22106006.21907825//1634137634//341
QmeUcnL5FTpF2ah2CCph6DZGqJzG19coT9b3ECLAvBxPH2//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//32407467.369374443//0//32407467.369374443//1633571810//480
QmVm6jzr7yDRiBmmkvCQ1MFw4jTaiJcME6ZNBp4QuU1DHA//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//31548789.62600077//206444.1860306894//31755233.81203146//1633569838//464
QmcL7qZ4nA3NoTukMVXXZeramGA8QiqQSpdBFAuRRht5T6//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//26827265.9575802//191555.34281432407//27018821.300394524//1633383801//395
QmYmHuawgkCZxVMo6EHq5s2WxQrSwTYZeBGRfFkc1xeW5f//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//37643518.60630758//109192.43889726252//37752711.04520485//1633040133//535
QmWwN1CeDPLcvCVkDuBiYmaaNcRhfrUzFYhBixF2B3ntJU//Bankless DAO//banklessvault.eth//0xE71eFd5865A42Cb0f23146Dc8E056dBA4E67e9b7//closed//37010446.21685331//173216.7230934945//37183662.93994681//1633039349//523
QmSTXHWP7bjaxT9aAuoFNkaCn5Ptx7GajEDDekoBccd5Uf//Bankless DAO//banklessvault.eth//0x35EA12472d6fb21A9dB24B397AA2775D332C14B7//closed//49882803.9562149//1594.99577561//49884398.95199051//1631835208//752
Qmdthz7Anz7g2aJJAewNqm3gQnssP5NkS2StNKELvArQkk//Bankless DAO//banklessvault.eth//0x23dB246031fd6F4e81B0814E9C1DC0901a18Da2D//closed//41726521.43811952//152557.60993973623//41879079.04805926//1631820397//650
QmZLGKBRQTUcdET7aPsnFNJJoY2Z885j3c1813trEsUGck//Bankless DAO//banklessvault.eth//0x23dB246031fd6F4e81B0814E9C1DC0901a18Da2D//closed//5772107.191175591//3251.81547545//5775359.006651042//1627586860//109
QmWoNKRmdn2hr1vKaoLkmuKWRQ611AiuB22JPpnDPae2m6//Bankless DAO//banklessvault.eth//0x35EA12472d6fb21A9dB24B397AA2775D332C14B7//closed//1780296.6917830035//315574.46995217795//15564161.17937727//1626225236//196
QmTCfpZirT9mUrJD8rMZKpguiCpDKASFCnGQFpk6eyUk77//Bankless DAO//banklessvault.eth//0x23dB246031fd6F4e81B0814E9C1DC0901a18Da2D//closed//10041806.583764533//52605.28742204//10094411.871186571//1625247750//136
QmXrfAHMoRcu5Vy3DsRTfokqLBTEKR6tqKVecLvkgw5NZf//Bankless DAO//banklessvault.eth//0x35EA12472d6fb21A9dB24B397AA2775D332C14B7//closed//30693580.563459743//106177.6616050406//30839792.510735765//1623981505//509
QmQX2DQcDTZzCpM6DTVNJutQJwWXtxJDTMpBoFjbnaM9i2//Bankless DAO//banklessvault.eth//0x35EA12472d6fb21A9dB24B397AA2775D332C14B7//closed//25001299.260081787//806330.0948852566//25807629.35496703//1623198139//558
QmYvsZ7AU2XyhpBL8g4QRQbLRX6uU3t5CHNdFQbs5r7ypJ//Bankless DAO//banklessvault.eth//0x35EA12472d6fb21A9dB24B397AA2775D332C14B7//closed//13584749.987071268//22643279.644061733//36876824.382735565//1620758474//588
QmbCCAH3WbAFJS4FAUTvpWGmtgbaeMh1zoKgocdt3ZJmdr//Bankless DAO//banklessvault.eth//0x25468E86ED8eC296de39FcB798C7f212924443AB//closed//1099831.998908399//3084164.877353636//30374184.209042434//1620319566//597
QmdoixPMMT76vSt6ewkE87JZJywS1piYsGC3nJJpcrPXKS//Bankless DAO//banklessvault.eth//0xeD7820deFdFFd1ec5Ac922a0DB721308FDaf509C//closed//64940212.11669393//511902.5337324254//65452114.65042634//1620135533//1353
