0x0eb23ea0b877666ad3ddcd0d7da0114acdfe5ae6390b5628b7509f4338022db5//Curve Finance//curve.eth//0xa2026e62BfD1f1A2d8b89a19f3fA0ba42B52F0BF//closed//45352.59222769206//529201.2820189893//574553.8742466816//1651258413//90
0x43c689ef6b7b1772abc033cd87b7caa4159f0dc281f9a159e3930fb00b57d707//Curve Finance//curve.eth//0x0000000000e189dD664b9aB08a33C4839953852c//closed//86834.17893371938//901738.8539882846//4272657.2711779885//1648926766//78
0xa11d4d1800b91746afe8ead922eb1d37225a32145adf30bbda0cbdba2ef97bd3//Curve Finance//curve.eth//0x7F22646E85Da79953Ac09E9b45EE1b3Be3A42abC//closed//26097304.20948845//0//26097304.20948845//1647286339//42
0xc22db2c066d63fb09009b7b289205cd50bb38ce5c935470def23c1a2ead616e2//Curve Finance//curve.eth//0x43B84a5cdac5d902b7586Cfe7102F300285c6D3a//closed//0//0//0//1646348499//0
0x026a69e5c9780479332d88fa9779a3cec5a9479d05cc4ca61b1fa9eb099caa73//Curve Finance//curve.eth//0x134372af731932277b38e91ECDe002110636Bf1A//closed//6893.077810756942//0//6893.077810756942//1645028535//13
QmVgyo2uc9XdGyAKtR2ygMSmNCefPzkeaWhwy4woMvVorR//Curve Finance//curve.eth//0x2D8304750A8AC17DC1B9A5Da1c85c0a55f12c3D3//closed//179303.30385155574//0//192037.6836660856//1643907462//22
0x93cf3af94da45d9a1860e0772faa413e3f234de2dcb1d2d07e5f20d2eb2bcdcf//Curve Finance//curve.eth//0x8867979EBf607cE82E54B0E9898CED611cC33cF3//closed//487.82085384869384//653.7322378921115//1141.5530917408053//1643017429//4
0xf29dd4b52b58f6a4a97bd276d2eb29be50dd66c6652edeabf1fdadc346450639//Curve Finance//curve.eth//0x677b884877074f1dE234F9ea3c747e057E2B74d3//closed//0//3081.1743727698895//3081.1743727698895//1643017347//4
0x3b2d049f0f9b674ca46c8bba495b4ad2aebc8f43fb065d6c065c25f67bbb94a2//Curve Finance//curve.eth//0x35Da0dF0937482790A3d709DF8d1B5c214a543E7//closed//487.8137380945206//0//487.8137380945206//1643017280//2
0x4ebcc4c4b5f662fba54bdda5c4921ab60796dd7c5bb3baa60576e13b27446815//Curve Finance//curve.eth//0x31A0B17b104fE09e03dE379af94c4D633077316b//closed//14.994599230015806//472.81984655999344//487.81444579000924//1643017166//2
0xeb4d67f48319b2ee6e2dde7ce8fd69932979dc1ccf654734d3a2cbca60ca86cd//Curve Finance//curve.eth//0x8e9B29fFd09E40C2f990a826071D9388C636c124//closed//2437.4025762875235//0//2437.4025762875235//1642778313//5
0x6529d73d380add5409ccb1cab6fb61462a3bda7ac02a49494fab2b46e5ca52f4//Curve Finance//curve.eth//0x99253289db2D348c9226E7F3d0680437E0C7aba7//closed//15.027908184068687//2419.830065001612//2434.8579731856807//1642750595//3
0x08a72b745723dca7a099f2f8eded681d6147155ad901c3796a276515696a7b10//Curve Finance//curve.eth//0x4af4e1E6F6c4b80b578B1f5c147103a2f0E298De//closed//107.13606405624589//2419.8316424122063//2526.9677064684524//1642750513//4
0xfa37c539a46ac27bbaaf9371681965341fb46e93d6f6263d17c677e6adb68230//Curve Finance//curve.eth//0x7E652Fad337Dafa898E8d2c6053c9531Dd505572//closed//488.8628298185876//1945.9990630051043//2434.861892823692//1642750418//3
0x3dbcf83cb344f0a44990b3552dae5389b984cb2d0615f46f4b982b5661ecd549//Curve Finance//curve.eth//0xba544D5E2bdc30112185474cA6Ad5a0a3DDDcb17//closed//776.9523629062812//17045.033633044743//19779.656577898226//1642261441//10
0xfcde35b370138d0638ba97b8bee508fc436b0ccbfc9d2bc68a534c69013f13c8//Curve Finance//curve.eth//0x7d381e85493B73aeEbc8D294425330D6F8cf6Cc5//closed//1458.902431101307//0//1458.902431101307//1642061472//5
0xd4b0b42b7f63dafac112651ebdb74d7ce4861e88d9df292838e67f3aafa6af80//Curve Finance//curve.eth//0xAEC6fA3a05367d016a47856a6B4B3CB8D89f8B60//closed//15.114049634568444//2063.1104564695615//2078.22450610413//1642061368//4
0xaec626e8d32d19eb4a2dea23b74e60be6973426be4e8220745d1db15edab874c//Curve Finance//curve.eth//0xc02bBcEc0b64745077F1F3eeB89fE0aEb53AFE94//closed//15.114058008299915//1712.37017053524//1727.48422854354//1642061270//2
0x14cfc26c17e75d13f2a89a5d26231ac1d70188c404394ce787f692295398cf90//Curve Finance//curve.eth//0xE5f9C34c6Cc650Dcf0346806f00bb954A41D314D//closed//7063.644501244283//2.4823765695278777//7066.126877813811//1641366281//11
0x97ae5c4463cbd9539dfac4d64c726d09fc610c3bb28cff4f1238cce301a61126//Curve Finance//curve.eth//0xAe2A8aD625E3ED0659FA55C15aCa606D977eBBE0//closed//2697.6887468706245//0//2697.6887468706245//1641359160//3
0x188d497241aab9ce9f26317bd3c538edd127392fa01791dcaf25b8c7d96ee6b7//Curve Finance//curve.eth//0xd15a7c1600e4F15CBE8aB301C1B654D38C38b61e//closed//581.6601313643546//0//581.6601313643546//1641359073//2
0x6380932e0341a6e85c29e5bc1ed20401a8b3b903a532e56c073884328d55ff2c//Curve Finance//curve.eth//0xea2C839d0D644Ed26F13F7c6B40206EB7287C9c1//closed//1914.6147127877705//675.7427285086277//2590.357441296398//1641358820//6
0x9b3a6f11710f3881e45eeec95c986ea07c2fc1140402d3a9530a9ac08a7094fa//Curve Finance//curve.eth//0x6E16223cA7c97082fD9ac6e7B36706aa73B2Ecb6//closed//2454.8727739887836//0//2454.8727739887836//1640849851//5
0xdaae7ddf390cdfe925bb395980a9801d01fecae0c7e20a7c2615a1f03f868c96//Curve Finance//curve.eth//0x9AE8ee76a7306274f27B9920A980c9ba08430ce9//closed//2424.7087024900043//0//2424.7087024900043//1640849766//2
0x71e63b5f5aa44aa42f2364d34c9ca4d3a44ef949c0a3e889e769be1a7be99eb6//Curve Finance//curve.eth//0x47a95695b506aB1db3C72bB1Ce772B6a2B047A88//closed//15.265483443980363//0//15.265483443980365//1640849674//1
0xfa72434ce63a9bffb7891a6f79b2e007a2254b04ffcc6836c1dc61cd2e8ce9e1//Curve Finance//curve.eth//0x338240a03C27fEf9F953DC7a3a4a606cAA1CfA52//closed//2596.707741990441//0//2596.707741990441//1640849609//5
0x25a91d1a4c309aea09cadad7ee381c86e6afb49c677867fdf9d2c77d897b67ba//Curve Finance//curve.eth//0x848d254B80ED31a80BbaAE4B7902c1ba7650D078//closed//39587.02612960096//0//39587.026129600956//1640592108//17
0x38b70ed146ca2f629c727c8944f53014d47a3b416ce83e7b3f6dd19340f4297a//Curve Finance//curve.eth//0x52cbCF67e76b9537A92955C50C0BEcAc0ADdc006//closed//4814.843629664615//0//4814.843629664615//1640316549//12
0x67293d042a88217da8935371d5ea2d93499ebda565b01ee2cd695dab15b01907//Curve Finance//curve.eth//0xb769c7e75CCf1553Fb6C31765eBe7b72dC5bcBc4//closed//15.341543921638731//0//15.341543921638731//1640241115//1
0x2148e6a73a962b4b330d56847276aa3add4a353ba0d58052931f2ac2a5e11d29//Curve Finance//curve.eth//0x1a32fc833593c24cD731ffA7C98e058e2597E3aB//closed//95.10034928329075//2197.9028113494164//2293.003160632707//1640241019//4
0x83d322647f0b0f9e53e573ca7e2e2147db8d32cd3aee2c9014f8f457688cc53e//Curve Finance//curve.eth//0xaFA4C8c84409748aF79395618e51a9b50733fE63//closed//110.44191386756164//0//110.44191386756165//1640240955//2
0x4e54b479e0fd9f12202fd1f7b316ba73805a8f5654573c4625f5929c72edef6f//Curve Finance//curve.eth//0x6Ff10F8C5c90AEcA26Dc91e377cd9f619A583a96//closed//2549.897953915099//517.6504312820032//3067.5483851971026//1640194714//6
0x291772715885924180eaeb9cca6f5c5462807a14e071cf383fe50d518936c1bb//Curve Finance//curve.eth//0xB8A446165C600c0E23e7C75B243a562617F47eda//closed//4957.4753325375395//0//4957.4753325375395//1640004456//6
