0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x0033aade458d0b39ce0b1ba2581859f2d5855555,0x0033aade458d0b39ce0b1ba2581859f2d5855555,100000,1599122794,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x03b8e0ab5505fad9c62c70806e8277b56d006937,0x03b8e0ab5505fad9c62c70806e8277b56d006937,100000,1593714563,1
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x06601571aa9d3e8f5f7cdd5b993192618964bab5,0x06601571aa9d3e8f5f7cdd5b993192618964bab5,100000,1590148600,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x082275c1fec5e8ec22b611bcb41a130d556b2151,0x082275c1fec5e8ec22b611bcb41a130d556b2151,100000,1613133451,1
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x0db737faac55c104e2cca99e982ce8658cabbcc8,0x0db737faac55c104e2cca99e982ce8658cabbcc8,100000,1589824518,1
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x0dcba01c148bdfcc64eff213d60e16a0e53bbae4,0x0dcba01c148bdfcc64eff213d60e16a0e53bbae4,100000,1656402138,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x108a1448970b6a4bb3f427cd42040634bffae725,0x108a1448970b6a4bb3f427cd42040634bffae725,0,1589824974,1
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x13575f5a3f83cd8608d0b0f5dbf299f0955b1a13,0x13575f5a3f83cd8608d0b0f5dbf299f0955b1a13,100000,1644347622,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x149592af062ff58bc35b6fdd98831dcf2b939932,0x149592af062ff58bc35b6fdd98831dcf2b939932,100000,1589824909,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x193bd90b68eb1df24d9c52d78960717b5e2ec9bb,0x193bd90b68eb1df24d9c52d78960717b5e2ec9bb,100000,1589825462,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x1b10dc8e54007ac01fd522745e03073ef2f10b22,0x1b10dc8e54007ac01fd522745e03073ef2f10b22,100000,1599121363,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x21a1f8c3eaae5014c9564ab77a1b2a207c9e4631,0x21a1f8c3eaae5014c9564ab77a1b2a207c9e4631,100000,1598600541,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x292d76ef68931cda7c2fb2b580df263dca3d9b9b,0x292d76ef68931cda7c2fb2b580df263dca3d9b9b,200000,1597133523,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x2afb58a22e7d3c241ab7b9a1f68b9e8e74ec9d68,0x2afb58a22e7d3c241ab7b9a1f68b9e8e74ec9d68,500000,1594319608,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x2d2d2a1f9bfda0d2364b4d517f862e52fefc2703,0x2d2d2a1f9bfda0d2364b4d517f862e52fefc2703,100000,1609276634,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,0,1598600639,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x2e160bca6767ca5b39a9e95510df8fe5211362e6,0x2e160bca6767ca5b39a9e95510df8fe5211362e6,100000,1589825333,1
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x37d63956b91e1c1552df0b776a34ef5725a40598,0x37d63956b91e1c1552df0b776a34ef5725a40598,100000,1648582574,0
0x8f56682a50becb1df2fb8136954f2062871bc7fc-member-0x3c44ccfae554eb4a15041217203c61bf068d6c33,0x3c44ccfae554eb4a15041217203c61bf068d6c33,100000,1591906538,0
